Repo name,Commit sha,File path,Added lines,Deleted lines,Commit message,Initial code for what and how,Labels for what and how,Initial code for why,Labels for why,If independent
virgo47_javasimon,c3514caf2574b4f97825b1b3539cffceab8b1588,/jdbc4/src/main/java/org/javasimon/jdbc4/SimonStatement.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
AOSPA_android_frameworks_base,be463f229eefa49d37853de464d2a141633546bc,/core/java/android/view/ViewGroup.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary @inheritDoc, add missing @Override to ViewGroup
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
jenkinsci_jenkins,a090ad991cd27b93b70b0a896085b86b8efc4623,/core/src/main/java/jenkins/slaves/JnlpSlaveAgentProtocol4.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} Javadoc comments
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
getrailo_railo,57a0776d68d46459195548278d6a86bfea2739b0,/railo-java/railo-core/src/railo/runtime/type/scope/UrlFormImpl.java,,"-	/**
-	 *
-	 * @see railo.runtime.type.scope.Form#getFileUpload(java.lang.String)
-	 */
","\replace @see with @Override
",removing link,Deleting obsolete comment & metadata: link,stop using @see,Divergence,
geotools_geotools,41ac131a56b020bd6bf1436e8fd0fa303f7927d1,/modules/extension/xsd/xsd-gml3/src/main/java/org/geotools/gml3/v3_2/gss/GSSSchema.java,,"-/** @source $URL$ */
","\Remove @source tags and other minor javadoc cleanups.
",removing link,Deleting obsolete comment & metadata: link,stop using @source,Divergence,
dbs-leipzig_gradoop,fee46c12f22b66f5f0d011420c63b35f3f929b18,/gradoop-flink/src/main/java/org/gradoop/flink/model/impl/operators/sampling/functions/VertexRandomMarkedMap.java,,"-  /**
-   * {@inheritDoc}
-   */
","\[#1161] Remove unnecessary @inheritDoc (#1162)
",removing link,Deleting obsolete comment & metadata: link,Using inheritDoc without any further comments is redundant https://github.com/dbs-leipzig/gradoop/issues/1161,Divergence,
FreeCol_freecol,1e20b7878d89792dd9676249c06cc63a70f107a1,/src/net/sf/freecol/client/gui/action/ReconnectAction.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} tags from JavaDocs
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
virgo47_javasimon,2127f576b92a62919ad07196007ba3853c2051bf,/jdbc4/src/main/java/org/javasimon/jdbc4/SimonResultSet.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
geotools_geotools,41ac131a56b020bd6bf1436e8fd0fa303f7927d1,/modules/unsupported/process-feature/src/test/java/org/geotools/process/vector/AggregateProcessTest.java,,"-/** @source $URL$ */
","\Remove @source tags and other minor javadoc cleanups.
",removing link,Deleting obsolete comment & metadata: link,stop using @source,Divergence,
geotools_geotools,41ac131a56b020bd6bf1436e8fd0fa303f7927d1,/modules/plugin/arcsde/datastore/src/test/java/org/geotools/arcsde/gce/producer/ArcSDERasterOneBitPerBandProducerImpl.java,,"-/** @source $URL$ */
","\Remove @source tags and other minor javadoc cleanups.
",removing link,Deleting obsolete comment & metadata: link,stop using @source,Divergence,
oasp_oasp4j,9eaa127a788c0c598847362646df946813cfd80b,/oasp4j-samples/oasp4j-sample-core/src/main/java/io/oasp/gastronomy/restaurant/offermanagement/logic/api/to/MenuItemEto.java,,"-  /**
-   * {@inheritDoc}
-   */
","\removed inherit doc comments in overrided methods
",removing link,Deleting obsolete comment & metadata: link,stop using @inheritDoc,Divergence,
FreeCol_freecol,1e20b7878d89792dd9676249c06cc63a70f107a1,/src/net/sf/freecol/common/model/StanceTradeItem.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} tags from JavaDocs
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
virgo47_javasimon,2127f576b92a62919ad07196007ba3853c2051bf,/jdbc4/src/main/java/org/javasimon/jdbc4/SimonConnection.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
geotools_geotools,41ac131a56b020bd6bf1436e8fd0fa303f7927d1,/modules/extension/xsd/xsd-kml/src/test/java/org/geotools/kml/bindings/PlacemarkTypeBindingTest.java,,"-/** @source $URL$ */
","\Remove @source tags and other minor javadoc cleanups.
",removing link,Deleting obsolete comment & metadata: link,stop using @source,Divergence,
flowable_flowable-engine,13760b30a5eecf09e82b7c6d8af196996d4ac993,/modules/flowable-engine/src/main/java/org/flowable/engine/impl/webservice/WSOperation.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} comments (#287)
",removing link,Deleting obsolete comment & metadata: link,"avadoc copies the super class' comment if no comment is present, a comment containing only an {@inheritdoc} adds nothing https://github.com/flowable/flowable-engine/pull/287",Divergence,
virgo47_javasimon,2127f576b92a62919ad07196007ba3853c2051bf,/jdbc4/src/main/java/org/javasimon/jdbc4/SimonCallableStatement.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
apache_james-project,ddc04847414a72a6d97241b2e0e01a035dc957f7,/server/protocols/protocols-smtp/src/main/java/org/apache/james/smtpserver/fastfail/SPFHandler.java,,"-        /**
-         * @see org.apache.james.jspf.core.Logger#warn(String)
-         */
","\JAMES-2352 Continue removing useless @see java-doc comments
",removing link,Deleting obsolete comment & metadata: link,useless @see,Divergence,
geotools_geotools,41ac131a56b020bd6bf1436e8fd0fa303f7927d1,/modules/plugin/arcsde/sde-dummy/src/main/java/com/esri/sde/sdk/client/SeUpdate.java,,"-/** @source $URL$ */
","\Remove @source tags and other minor javadoc cleanups.
",removing link,Deleting obsolete comment & metadata: link,stop using @source,Divergence,
eclipse_linuxtools,43c903338d30ec816bf0dec05cb2cce733f49cb5,/changelog/org.eclipse.linuxtools.changelog.core/src/org/eclipse/linuxtools/internal/changelog/core/actions/StorageEditorInput.java,,"-    /**
-     * @see IStorageEditorInput#getPersistable()
-     */
","\Remove useless @see tags.
",removing link,Deleting obsolete comment & metadata: link,useless @see,Divergence,
dbs-leipzig_gradoop,fee46c12f22b66f5f0d011420c63b35f3f929b18,/gradoop-flink/src/main/java/org/gradoop/flink/io/impl/tlf/functions/EdgeLabelDecoder.java,,"-  /**
-   * {@inheritDoc}
-   */
","\[#1161] Remove unnecessary @inheritDoc (#1162)
",removing link,Deleting obsolete comment & metadata: link,Using inheritDoc without any further comments is redundant https://github.com/dbs-leipzig/gradoop/issues/1161,Divergence,
FreeCol_freecol,1e20b7878d89792dd9676249c06cc63a70f107a1,/src/net/sf/freecol/common/model/HighScore.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} tags from JavaDocs
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
FreeCol_freecol,1e20b7878d89792dd9676249c06cc63a70f107a1,/src/net/sf/freecol/client/gui/option/SliderOptionUI.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} tags from JavaDocs
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
FreeCol_freecol,1e20b7878d89792dd9676249c06cc63a70f107a1,/src/net/sf/freecol/client/gui/panel/ReportLabourPanel.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} tags from JavaDocs
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
omnirom_android_frameworks_base,be463f229eefa49d37853de464d2a141633546bc,/core/java/android/view/ViewGroup.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary @inheritDoc, add missing @Override to ViewGroup
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
virgo47_javasimon,c3514caf2574b4f97825b1b3539cffceab8b1588,/jdbc4/src/main/java/org/javasimon/jdbc4/SimonPreparedStatement.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
FreeCol_freecol,1e20b7878d89792dd9676249c06cc63a70f107a1,/src/net/sf/freecol/client/gui/SwingGUI.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary {@inheritDoc} tags from JavaDocs
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
apache_jackrabbit-oak,ec48021c682a9c9d93ad5988d478aba183a6871b,/oak-core/src/main/java/org/apache/jackrabbit/oak/security/authorization/restriction/PrefixPattern.java,,"-    /**
-     * @see Object#equals(Object)
-     */
","\OAK-7944 : Minor improvements to oak security code base - fix broken javadoc links - remove redundant @see - use {@code} instead of <code>
",removing link,Deleting obsolete comment & metadata: link,useless @see,Divergence,
virgo47_javasimon,2127f576b92a62919ad07196007ba3853c2051bf,/jdbc4/src/main/java/org/javasimon/jdbc4/SimonCallableStatement.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
Evervolv_android_frameworks_base,be463f229eefa49d37853de464d2a141633546bc,/core/java/android/view/ViewGroup.java,,"-        /**
-         * {@inheritDoc}
-         */
","\Remove unnecessary @inheritDoc, add missing @Override to ViewGroup
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
JOML-CI_JOML,10c877ec8151098ac238a2714db16a45c2c9290d,/src/org/joml/Matrix4f.java,,"-     * @see #get(float[], int)
-     * 
","\Remove redundant JavaDoc reference
",removing link,Deleting obsolete comment & metadata: link,useless @see,Divergence,
virgo47_javasimon,c3514caf2574b4f97825b1b3539cffceab8b1588,/jdbc4/src/main/java/org/javasimon/jdbc4/Driver.java,,"-	/**
-	 * {@inheritDoc}
-	 */
","\code cleaning, removed some more unnecessary javadoc inherits
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
wala_WALA,82bac274b2873912a5160a0a1f8aad57f93b3f96,/com.ibm.wala.dalvik/src/com/ibm/wala/dalvik/ssa/AbstractIntRegisterMachine.java,,"-      /** @see com.ibm.wala.shrikeBT.IInstruction.Visitor#visitLocalStore(IStoreInstruction) */
","\Remove useless ""@see"" Javadoc for @Override methods
",removing link,Deleting obsolete comment & metadata: link,useless @see for override,Divergence,
typetools_annotation-tools,8ab6ad8c7885518e1c6237d7611ff555569c8f69,/scene-lib/src/scenelib/annotations/io/classfile/SafeTypeAnnotationVisitor.java,,"-  /**
-   * {@inheritDoc}
-   * @see org.objectweb.asmx.AnnotationVisitor#visitEnum(java.lang.String, java.lang.String, java.lang.String)
-   */
","\Remove useless @inheritDoc comments
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
PCGen_pcgen,07640dabca531d25ed3986c6169706ca08abd6ac,/code/src/test/pcgen/core/GlobalsTest.java,,"-	 *
-	 * @see pcgen.PCGenTestCase#PCGenTestCase()
","\Remove useless @see items in tests
",removing link,Deleting obsolete comment & metadata: link,useless @see,Divergence,
CyanogenMod_android_frameworks_base,be463f229eefa49d37853de464d2a141633546bc,/core/java/android/view/ViewGroup.java,,"-    /**
-     * {@inheritDoc}
-     */
","\Remove unnecessary @inheritDoc, add missing @Override to ViewGroup
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
typetools_annotation-tools,8ab6ad8c7885518e1c6237d7611ff555569c8f69,/annotation-file-utilities/src/annotator/find/InClassCriterion.java,,"-  /**
-   * {@inheritDoc}
-   */
","\Remove useless @inheritDoc comments
",removing link,Deleting obsolete comment & metadata: link,useless @inheritdoc,Divergence,
